year,key_mlbam,pitches,runs_all,runs_heart,runs_shadow,runs_chase,runs_waste,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,competitive_runs,sprint_speed,bbe,gb_rate,air_rate,fb_rate,ld_rate,pu_rate,pull_rate,straight_rate,oppo_rate,pull_gb_rate,straight_gb_rate,oppo_gb_rate,pull_air_rate,straight_air_rate,oppo_air_rate,bip,est_ba,est_ba_minus_ba_diff,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,POS_1B,POS_2B,POS_3B,POS_C,POS_CF,POS_DH,POS_LF,POS_RF,POS_SS,POS_UNK,TEAM_108,TEAM_109,TEAM_110,TEAM_111,TEAM_112,TEAM_113,TEAM_114,TEAM_115,TEAM_116,TEAM_117,TEAM_118,TEAM_119,TEAM_120,TEAM_121,TEAM_133,TEAM_134,TEAM_135,TEAM_136,TEAM_137,TEAM_138,TEAM_139,TEAM_140,TEAM_141,TEAM_142,TEAM_143,TEAM_144,TEAM_145,TEAM_146,TEAM_147,TEAM_158
2018,660271,1455,23.863897912336093,10.253974619979193,-5.20490144805891,11.7515892304759,7.063235509939813,225,12.4,35.6,113.9,92.9,104.3,97.8,88.6,449,180,413.0,115,51.1,36,16.0,9.8,129,28.3,426,0.3967136150234742,0.6032863849765258,0.3568075117370892,0.2112676056338028,0.0352112676056338,0.431924882629108,0.3779342723004695,0.1901408450704225,0.2300469483568075,0.1431924882629108,0.0234741784037558,0.2018779342723005,0.2347417840375587,0.1666666666666666,225,0.272,0.0129999999999999,0.542,0.0219999999999999,0.39,0.381,0.009,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,518692,2659,38.922246879864765,8.537329497811998,-3.1589350108967933,19.0945545324874,14.449297860462288,492,14.5,44.7,109.6,89.1,99.1,93.7,83.0,441,190,402.0,196,39.8,46,9.3,6.5,278,26.7,433,0.4157043879907621,0.584295612009238,0.2909930715935335,0.2540415704387991,0.0392609699769053,0.4341801385681293,0.3117782909930716,0.2540415704387991,0.2448036951501154,0.1200923787528868,0.0508083140877598,0.1893764434180138,0.1916859122401847,0.2032332563510392,492,0.295,0.014,0.53,-0.025,0.378,0.385,-0.007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,571970,2035,45.3924644291355,18.436449718962837,-7.390505377536402,23.348383621866947,10.998136465842157,266,18.3,36.8,110.6,90.3,101.5,95.0,85.0,445,206,399.0,121,46.4,45,16.9,9.4,145,27.6,235,0.3148936170212766,0.6851063829787234,0.4085106382978723,0.2297872340425532,0.0468085106382978,0.5148936170212766,0.3234042553191489,0.1617021276595744,0.2,0.1106382978723404,0.0042553191489361,0.3148936170212765,0.2127659574468085,0.1574468085106383,266,0.257,0.006,0.542,0.0399999999999999,0.407,0.397,0.0099999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,641355,2596,25.081557006538635,-0.0024985545268217,-10.042850592567657,20.7186684912031,14.408237662429986,409,16.2,32.0,112.9,89.8,100.3,95.5,86.6,443,183,405.0,157,38.9,35,8.6,5.5,227,28.8,507,0.3293885601577909,0.6706114398422091,0.3570019723865877,0.2426035502958579,0.0710059171597633,0.4240631163708087,0.3175542406311637,0.2583826429980276,0.1775147928994082,0.1104536489151873,0.0414201183431952,0.2465483234714004,0.2071005917159763,0.2169625246548323,409,0.237,0.023,0.432,0.0379999999999999,0.345,0.327,0.0179999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,624424,2644,18.493217512023712,9.740270003837004,-25.325896458340683,20.534867693597366,13.54397627293006,388,12.3,36.6,112.4,88.1,99.3,93.5,84.0,472,173,395.0,146,37.8,37,9.5,5.8,217,27.8,300,0.42,0.58,0.3,0.2233333333333333,0.0566666666666666,0.38,0.3466666666666667,0.2733333333333333,0.22,0.1666666666666666,0.0333333333333333,0.16,0.18,0.24,388,0.243,0.0,0.428,0.02,0.342,0.34,0.002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,657656,721,4.418183634167731,3.99272922865952,-7.793453582991085,5.873244252860553,2.345663735638753,108,10.3,34.3,111.9,89.8,100.0,93.9,86.4,441,172,402.0,45,41.7,12,11.1,6.8,69,29.0,326,0.4141104294478527,0.5858895705521472,0.263803680981595,0.2607361963190184,0.0613496932515337,0.4263803680981595,0.3466257668711656,0.2269938650306748,0.2085889570552147,0.1625766871165644,0.0429447852760736,0.2177914110429447,0.1840490797546012,0.1840490797546012,108,0.253,0.0349999999999999,0.459,0.0149999999999999,0.357,0.343,0.0139999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,596103,922,-3.7580203719688807,-6.080241372657657,-6.194625878681091,3.6343782160568496,4.882468663313011,131,2.6,25.2,108.2,87.3,98.2,88.6,87.9,425,117,425.0,46,35.1,3,2.3,1.3,95,28.0,98,0.4795918367346938,0.5204081632653061,0.2755102040816326,0.2448979591836734,0.0,0.4285714285714285,0.4081632653061224,0.1632653061224489,0.3061224489795918,0.1122448979591836,0.0612244897959183,0.1224489795918367,0.2959183673469387,0.1020408163265306,131,0.209,0.042,0.277,0.0299999999999999,0.287,0.264,0.0229999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,642715,1329,5.640459628259545,-1.10260876517149,-10.649365539992631,11.94440048817615,5.44803344524751,196,8.5,32.1,110.6,86.7,97.8,91.9,83.4,434,154,406.0,58,29.6,13,6.6,4.0,119,28.4,421,0.3182897862232779,0.681710213776722,0.3634204275534441,0.2232779097387173,0.0950118764845605,0.4418052256532066,0.3182897862232779,0.2399049881235154,0.2161520190023753,0.0712589073634204,0.0308788598574821,0.2256532066508313,0.2470308788598574,0.2090261282660332,196,0.214,0.064,0.352,0.054,0.328,0.285,0.043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,545341,1797,13.263637605682904,6.832112856022,-4.252100801027482,4.92625316664887,5.757372384039455,305,18.7,35.1,114.1,90.7,102.1,95.9,86.9,471,201,403.0,132,43.4,44,14.4,9.5,137,28.3,214,0.3831775700934579,0.616822429906542,0.2710280373831775,0.2336448598130841,0.1121495327102803,0.4439252336448598,0.3317757009345794,0.2242990654205607,0.2242990654205607,0.116822429906542,0.0420560747663551,0.219626168224299,0.2149532710280373,0.1822429906542056,305,0.242,0.003,0.484,0.018,0.34,0.337,0.003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,547180,2877,37.3584301728903,12.81936906568944,-22.48577105268657,28.312335890192845,18.712496269694665,390,14.4,35.1,115.1,91.0,102.1,96.3,85.6,473,187,409.0,177,45.4,45,11.5,6.5,206,27.5,383,0.4360313315926893,0.5639686684073106,0.2845953002610966,0.2558746736292428,0.0234986945169712,0.3629242819843342,0.370757180156658,0.2663185378590078,0.2010443864229765,0.1618798955613577,0.0731070496083551,0.1618798955613576,0.2088772845953002,0.1932114882506527,390,0.263,-0.014,0.519,-0.023,0.376,0.391,-0.015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,572191,1514,-15.433569903750788,-6.623682665445693,-19.39666320782004,6.291076176369538,4.295699793145372,239,8.1,27.2,110.8,88.5,99.0,93.1,85.5,425,153,392.0,82,34.3,15,6.3,3.9,158,29.0,191,0.3769633507853403,0.6230366492146596,0.3193717277486911,0.2198952879581152,0.0837696335078534,0.4136125654450261,0.3089005235602094,0.2774869109947644,0.2408376963350785,0.0994764397905759,0.0366492146596858,0.1727748691099476,0.2094240837696335,0.2408376963350785,239,0.21,0.017,0.335,0.0219999999999999,0.28,0.269,0.011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,646240,1827,2.9541600241162387,-7.153905176620949,-11.225868620824263,12.300613201896908,9.03332061966455,331,11.2,30.2,116.3,90.9,102.3,95.2,89.7,447,167,399.0,139,42.0,30,9.1,6.1,195,27.3,419,0.4272076372315035,0.5727923627684964,0.3007159904534606,0.2291169451073985,0.0429594272076372,0.3579952267303102,0.3794749403341289,0.2625298329355608,0.1861575178997613,0.18854415274463,0.0525059665871121,0.1718377088305489,0.1909307875894988,0.2100238663484487,331,0.233,0.0069999999999999,0.407,0.026,0.31,0.303,0.007,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,543510,1829,-22.908731397917933,-10.88839042234131,-23.50500824316264,6.39806513928503,5.086602128300974,313,16.2,37.7,111.4,87.8,98.4,91.5,87.0,437,177,394.0,117,37.4,16,5.1,3.5,142,25.8,92,0.4891304347826087,0.5108695652173914,0.2608695652173913,0.217391304347826,0.0326086956521739,0.3260869565217391,0.4021739130434782,0.2717391304347826,0.2391304347826087,0.2065217391304347,0.0434782608695652,0.0869565217391304,0.1956521739130435,0.2282608695652173,313,0.231,-0.011,0.361,-0.0469999999999999,0.256,0.285,-0.0289999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,543807,2499,6.918407322074705,-9.295906588950224,-19.201293889294245,23.180233983809696,12.235373816509464,425,9.5,30.1,114.7,88.6,100.1,93.3,86.1,476,157,411.0,159,37.4,38,8.9,6.2,278,27.7,391,0.3759590792838874,0.6240409207161126,0.2838874680306905,0.2557544757033248,0.0843989769820971,0.3989769820971867,0.3657289002557545,0.2352941176470588,0.2122762148337595,0.1202046035805626,0.0434782608695652,0.1867007672634271,0.2455242966751918,0.1918158567774936,425,0.253,0.012,0.459,-0.025,0.34,0.346,-0.0059999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,624585,1038,12.623618936028976,7.019471817873762,-8.603573544370246,8.538376408585373,5.669344253940077,156,10.6,31.4,114.1,89.6,102.3,96.3,84.2,444,171,405.0,64,41.3,16,10.3,6.2,99,28.2,188,0.4361702127659574,0.5638297872340425,0.2234042553191489,0.2393617021276596,0.101063829787234,0.4787234042553192,0.351063829787234,0.1702127659574468,0.2978723404255319,0.1170212765957446,0.0212765957446808,0.1808510638297872,0.2340425531914893,0.1489361702127659,156,0.242,0.023,0.454,0.012,0.354,0.349,0.005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,592663,2039,20.28183348867261,13.397170390894082,-17.978233818600696,15.53789220880196,9.325004707577188,377,14.5,39.8,109.8,88.9,99.6,92.4,86.0,434,177,406.0,155,41.2,34,9.0,6.4,202,28.6,376,0.4468085106382978,0.553191489361702,0.2367021276595744,0.2579787234042553,0.0585106382978723,0.3882978723404255,0.3563829787234042,0.2553191489361702,0.2473404255319149,0.1569148936170212,0.0425531914893617,0.1409574468085106,0.1994680851063829,0.2127659574468084,377,0.271,0.006,0.472,0.012,0.353,0.351,0.002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,457705,2887,14.646768817266777,-19.2769535182844,-11.67065328472622,28.45718224508664,17.13719337519077,431,13.4,36.2,110.9,90.0,99.8,94.1,86.2,427,179,387.0,180,41.9,36,8.4,5.3,234,28.7,362,0.4226519337016574,0.5773480662983425,0.2707182320441988,0.2265193370165746,0.080110497237569,0.4668508287292817,0.3314917127071823,0.2016574585635359,0.2624309392265193,0.1270718232044199,0.0331491712707182,0.2044198895027624,0.2044198895027624,0.1685082872928177,431,0.256,-0.001,0.44,-0.016,0.347,0.357,-0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,606466,2175,11.655873992183874,-7.209195760157413,-11.361237366196963,18.613534037184927,11.612773081353277,444,5.8,28.8,115.1,88.8,99.7,92.0,87.8,465,146,405.0,163,36.9,22,5.0,3.8,281,28.7,400,0.4075,0.5925,0.2825,0.2175,0.0925,0.4725,0.34,0.1875,0.2375,0.14,0.03,0.235,0.2,0.1575,444,0.257,0.003,0.394,0.0429999999999999,0.33,0.32,0.01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,595879,2230,29.76569038260154,26.92156685677436,-7.157497201928499,-1.2497136247430958,11.251334352498851,444,9.6,32.9,113.7,90.6,102.0,96.8,86.6,481,174,404.0,191,43.3,56,12.6,8.7,272,28.8,311,0.4533762057877814,0.5466237942122186,0.2733118971061093,0.2057877813504823,0.067524115755627,0.405144694533762,0.3440514469453376,0.2508038585209003,0.2315112540192926,0.1543408360128617,0.067524115755627,0.1736334405144694,0.1897106109324758,0.1832797427652733,444,0.262,0.0279999999999999,0.499,0.055,0.366,0.34,0.0259999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,643446,831,13.418614842791431,8.7022201627131,-4.964538224836497,6.492349714800576,3.1885831901142536,205,15.5,32.2,105.6,86.6,96.6,90.0,86.1,399,168,391.0,59,28.9,5,2.4,2.0,117,27.8,350,0.3657142857142857,0.6342857142857142,0.2828571428571428,0.2714285714285714,0.08,0.4857142857142857,0.2971428571428571,0.2171428571428571,0.2171428571428571,0.1057142857142857,0.0428571428571428,0.2685714285714285,0.1914285714285714,0.1742857142857142,205,0.279,0.0499999999999999,0.411,0.06,0.368,0.329,0.0389999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,592518,2527,32.20058274845528,19.93316694203473,-16.894663185344495,17.02210399037232,12.13997500139268,533,14.4,33.8,114.8,91.6,102.9,95.1,90.1,444,184,403.0,257,48.2,60,11.3,8.5,270,26.3,489,0.3885480572597137,0.6114519427402864,0.2924335378323108,0.2494887525562372,0.0695296523517382,0.3558282208588957,0.3926380368098159,0.2515337423312883,0.1799591002044989,0.1676891615541922,0.0408997955010225,0.1758691206543967,0.2249488752556237,0.2106339468302658,533,0.284,0.013,0.512,0.026,0.377,0.369,0.008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,500743,1957,-12.082469059925032,-6.394634663635253,-23.011243537029447,9.895320579419115,7.428088561320504,426,9.3,35.2,106.6,84.7,94.8,87.1,84.0,431,145,390.0,101,23.8,4,0.9,0.8,217,26.5,247,0.4574898785425101,0.5425101214574899,0.2307692307692307,0.2388663967611336,0.0728744939271255,0.4210526315789473,0.3522267206477733,0.2267206477732793,0.2267206477732793,0.1538461538461538,0.0769230769230769,0.194331983805668,0.1983805668016194,0.1497975708502024,426,0.26,-0.008,0.346,0.0,0.281,0.289,-0.0079999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,656775,769,-2.2550268708441497,-5.50759460358579,-8.842526966144298,9.161395670120196,2.93369902876574,135,10.1,23.0,108.0,89.3,97.5,91.9,89.1,412,146,401.0,39,28.9,4,3.0,2.1,82,29.3,324,0.324074074074074,0.6759259259259259,0.3179012345679012,0.2314814814814814,0.1265432098765432,0.4629629629629629,0.2993827160493827,0.2376543209876543,0.1666666666666666,0.1080246913580246,0.0493827160493827,0.2962962962962963,0.191358024691358,0.1882716049382716,135,0.211,0.0239999999999999,0.313,0.0459999999999999,0.298,0.275,0.0229999999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,641857,778,-3.984211371332517,-1.4907042179648926,-9.856901077942371,4.372209344463503,2.991184580111245,118,7.5,34.7,110.1,89.3,99.9,91.7,87.0,438,168,413.0,52,44.1,6,5.1,3.0,71,25.9,323,0.4334365325077399,0.56656346749226,0.3065015479876161,0.2291021671826625,0.0309597523219814,0.4117647058823529,0.3931888544891641,0.1950464396284829,0.2414860681114551,0.1517027863777089,0.0402476780185758,0.1702786377708978,0.2414860681114551,0.1547987616099071,118,0.208,0.024,0.322,0.0539999999999999,0.296,0.274,0.0219999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,578428,1690,-4.386843005279768,-8.982505324599009,-7.34572796157311,6.262487050164,5.678903230728377,390,12.1,31.3,106.5,84.8,94.9,88.2,84.3,402,153,386.0,88,22.6,5,1.3,1.1,222,28.0,256,0.59375,0.40625,0.15234375,0.203125,0.05078125,0.265625,0.3984375,0.3359375,0.16796875,0.25390625,0.171875,0.09765625,0.14453125,0.1640625,390,0.249,0.02,0.334,0.0549999999999999,0.304,0.28,0.0239999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,514888,2119,16.81127762195682,-2.7092280197492946,-9.049450873782652,16.404103795766726,12.165852719721991,459,10.1,34.0,112.3,87.2,98.2,92.3,82.8,443,159,399.0,155,33.8,27,5.9,4.5,279,28.1,486,0.4320987654320987,0.5679012345679012,0.2510288065843621,0.1975308641975308,0.1193415637860082,0.5246913580246914,0.3127572016460905,0.1625514403292181,0.2716049382716049,0.1358024691358024,0.0246913580246913,0.2530864197530864,0.1769547325102881,0.1378600823045267,459,0.288,0.028,0.449,0.002,0.363,0.352,0.011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,521692,1919,-4.709880042273778,-1.0937042958759955,-5.490290794246893,-5.521716663706876,7.395831711556004,407,18.0,35.4,112.1,91.3,101.4,94.3,89.0,454,203,398.0,193,47.5,44,10.8,8.1,149,25.0,473,0.3509513742071881,0.6490486257928119,0.3255813953488372,0.2325581395348837,0.0909090909090909,0.4587737843551797,0.3319238900634249,0.2093023255813953,0.1923890063424947,0.1247357293868921,0.0338266384778012,0.2663847780126849,0.2071881606765327,0.1754756871035941,407,0.256,-0.021,0.477,-0.0379999999999999,0.304,0.334,-0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,642708,2123,-16.947031492666277,-10.945809181014305,-16.27266340802408,3.506862574916654,6.764578521455418,441,7.7,32.4,109.5,87.8,97.6,90.4,86.9,437,151,405.0,142,32.3,17,3.9,2.9,271,29.4,151,0.4768211920529801,0.5231788079470199,0.2119205298013245,0.2450331125827814,0.0662251655629139,0.4304635761589404,0.3443708609271523,0.2251655629139073,0.2516556291390728,0.1655629139072847,0.0596026490066225,0.1788079470198675,0.1788079470198675,0.1655629139072847,441,0.254,0.002,0.366,0.015,0.29,0.289,0.001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,643217,2577,23.15066702299397,-17.57821338124779,1.2192672595296006,26.388280057715463,13.121333086996671,482,12.8,37.3,109.5,88.6,98.0,91.9,85.2,437,182,394.0,162,33.7,31,6.4,4.7,275,27.7,344,0.3313953488372093,0.6686046511627907,0.3430232558139535,0.2180232558139535,0.1075581395348837,0.4593023255813953,0.311046511627907,0.2296511627906976,0.1947674418604651,0.1133720930232558,0.0232558139534883,0.2645348837209302,0.1976744186046511,0.2063953488372092,482,0.282,0.008,0.449,0.016,0.357,0.353,0.004,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,596115,2550,44.7713800190004,37.72611916160383,-18.881959295555458,14.369659489423322,11.55756066352886,434,15.9,38.2,112.5,91.0,102.4,95.0,87.4,487,201,421.0,200,46.2,55,12.7,8.4,222,29.6,438,0.4360730593607306,0.5639269406392694,0.273972602739726,0.2054794520547945,0.0844748858447488,0.3744292237442922,0.3470319634703196,0.2785388127853881,0.2214611872146118,0.1575342465753424,0.0570776255707762,0.1529680365296803,0.1894977168949771,0.2214611872146118,434,0.266,0.0249999999999999,0.513,0.0539999999999999,0.384,0.358,0.026,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,592206,2439,31.41637281722289,24.02301382420338,-11.882024954471309,8.926602400277126,10.348781547213758,472,15.2,45.3,110.3,89.6,99.3,93.6,84.9,424,197,384.0,192,40.7,53,11.2,7.8,233,27.8,420,0.3880952380952381,0.6119047619047618,0.3095238095238095,0.2666666666666666,0.0357142857142857,0.4047619047619047,0.3619047619047619,0.2333333333333333,0.2214285714285714,0.1333333333333333,0.0333333333333333,0.1833333333333333,0.2285714285714285,0.2,472,0.296,0.002,0.525,-0.025,0.363,0.374,-0.011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,455117,1516,-12.87703626569697,-4.876427810170032,-23.939719030979404,7.926722199724428,8.012388375728008,279,14.7,30.8,108.9,85.7,95.8,90.0,83.0,425,168,397.0,74,26.5,14,5.0,3.5,149,24.0,96,0.4270833333333333,0.5729166666666666,0.2395833333333333,0.1979166666666666,0.1354166666666666,0.4791666666666667,0.3125,0.2083333333333333,0.2708333333333333,0.1145833333333333,0.0416666666666666,0.2083333333333333,0.1979166666666666,0.1666666666666666,279,0.202,0.0229999999999999,0.316,0.0349999999999999,0.275,0.257,0.018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,608324,2817,48.9481727579868,11.35616358637512,-13.6248175259632,30.01788383500648,21.198942862568558,512,16.8,37.9,107.6,89.4,98.8,93.5,86.3,420,190,384.0,204,39.9,39,7.6,5.5,296,27.8,365,0.3890410958904109,0.6109589041095891,0.2657534246575342,0.2328767123287671,0.1123287671232876,0.4630136986301369,0.3616438356164383,0.1753424657534246,0.2191780821917808,0.1342465753424657,0.0356164383561643,0.2438356164383561,0.2273972602739726,0.1397260273972602,512,0.267,0.0189999999999999,0.464,0.068,0.396,0.369,0.027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,527038,1593,-2.8899761989808903,-7.71272968213351,-14.906803559315394,11.610770184451129,8.118786858016918,353,17.1,32.6,108.5,86.3,95.9,89.7,85.6,422,180,384.0,95,27.1,10,2.8,2.3,163,25.7,334,0.3502994011976048,0.6497005988023952,0.2694610778443114,0.2604790419161676,0.1197604790419161,0.3892215568862275,0.3502994011976048,0.2604790419161676,0.1586826347305389,0.1437125748502994,0.0479041916167664,0.2305389221556886,0.2065868263473053,0.2125748502994012,353,0.249,0.018,0.362,0.0549999999999999,0.316,0.295,0.021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,592450,2122,36.23357660366695,6.920911270625526,-6.674999168788115,24.599419244385487,11.388245257444124,266,12.4,35.7,119.9,94.7,106.8,97.7,92.1,471,183,397.0,144,54.1,43,16.2,8.6,157,28.0,388,0.3350515463917525,0.6649484536082475,0.384020618556701,0.2242268041237113,0.056701030927835,0.3634020618556701,0.3711340206185567,0.2654639175257732,0.2087628865979381,0.1056701030927835,0.0206185567010309,0.1546391752577319,0.2654639175257732,0.2448453608247422,266,0.273,0.005,0.527,0.001,0.391,0.393,-0.002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,650402,1947,12.35588578613421,2.999333430246774,-12.455761955552228,12.48023933742898,9.33207497401067,315,19.0,38.7,109.4,88.9,98.8,91.2,87.3,444,196,396.0,116,36.8,29,9.2,6.0,132,27.1,438,0.3835616438356164,0.6164383561643836,0.3059360730593607,0.2602739726027397,0.0502283105022831,0.3105022831050228,0.3904109589041096,0.2990867579908676,0.1712328767123287,0.1643835616438356,0.047945205479452,0.139269406392694,0.226027397260274,0.2511415525114155,315,0.254,0.017,0.461,0.0189999999999999,0.349,0.338,0.0109999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,656555,2908,25.70611191180856,-5.573324031557695,-10.844196784377084,27.83891527721823,14.284717450525076,413,22.5,35.8,112.0,88.9,99.7,94.3,82.5,444,212,393.0,161,39.2,47,11.4,7.1,176,26.3,194,0.2989690721649484,0.7010309278350515,0.3350515463917525,0.2577319587628865,0.1082474226804123,0.520618556701031,0.3247422680412371,0.1546391752577319,0.1752577319587628,0.0979381443298969,0.0257731958762886,0.3453608247422681,0.2268041237113402,0.1288659793814433,413,0.23,0.0159999999999999,0.452,0.0439999999999999,0.363,0.348,0.015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,656941,2139,11.062110134170698,2.016571860156525,-21.0405423888325,20.567195838556543,9.518884824290147,291,12.3,34.0,117.1,90.9,102.9,95.6,87.7,444,177,404.0,131,45.0,37,12.7,7.3,161,27.1,408,0.3431372549019608,0.6568627450980392,0.3431372549019608,0.2254901960784313,0.088235294117647,0.5465686274509803,0.2818627450980392,0.1715686274509804,0.2352941176470588,0.1004901960784313,0.0073529411764705,0.3112745098039215,0.1813725490196078,0.1642156862745098,291,0.245,-0.007,0.472,-0.0049999999999999,0.343,0.35,-0.0069999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
